post_title,post_link,novel_title,novel_link
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287967,"转生成为配角的我，也可以『攻略』义妹吗？",https://www.wenku8.net/book/3764.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287773,"我心爱之人的妹妹",https://www.wenku8.net/book/3763.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287713,"我心里危险的东西",https://www.wenku8.net/book/3762.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287712,"反正，这个夏天都会结束",https://www.wenku8.net/book/3761.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287711,"溺于盛夏",https://www.wenku8.net/book/3760.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287665,"时隔10年重逢，臭小鬼长成了清纯美少女JK",https://www.wenku8.net/book/3509.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287663,"败给性格恶劣的天才儿时玩伴，初体验全部被她夺走(败给了性格恶劣的天才青梅，初体验全部被夺走这件事)",https://www.wenku8.net/book/3585.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287556,"我们在「解读」上犯了错误(我们的『阅读理解』出错了)",https://www.wenku8.net/book/3587.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287555,"只要活着",https://www.wenku8.net/book/3759.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287554,"黑杖特搜官",https://www.wenku8.net/book/3741.htm
"第11.5卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287490,"靠废柴技能【状态异常】成为最强的我将蹂躏一切",https://www.wenku8.net/book/2552.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287489,"身为爆肝上班族的我，与睽违七年重逢的美少女JK开始同居",https://www.wenku8.net/book/3540.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287421,"不死侦探冷堂红叶",https://www.wenku8.net/book/3758.htm
"第十三卷 下",https://www.wenku8.net/modules/article/reviewshow.php?rid=287420,"魔王学院的不适任者",https://www.wenku8.net/book/2586.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287419,"青春与恶魔(青春恶魔)",https://www.wenku8.net/book/3350.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287418,"纯白与黄金",https://www.wenku8.net/book/3631.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287417,"假想领域的极乐世界",https://www.wenku8.net/book/1904.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287416,"半梦半醒之间，月色洁白",https://www.wenku8.net/book/3621.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287415,"黑狼王与白银人质公主～在边境之地得到最爱～",https://www.wenku8.net/book/3586.htm
"第二十四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287337,"八男？别闹了！",https://www.wenku8.net/book/1943.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287336,"在异世界获得超强能力的我，在现实世界照样无敌 GIRLS SIDE～绮丽少女们的冒险使世界为之一变～",https://www.wenku8.net/book/3624.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287290,"要知道有人爱你呀",https://www.wenku8.net/book/3757.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287289,"春夏秋冬代行者",https://www.wenku8.net/book/3110.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287238,"Arist Craisi 穴藏恶魔",https://www.wenku8.net/book/1529.htm
"第十七卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287191,"身为魔王的我娶了奴隶精灵为妻，该如何表白我的爱？",https://www.wenku8.net/book/2975.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287189,"帅气美少女抢走了我的女朋友，还莫名其妙地盯上了我。",https://www.wenku8.net/book/3756.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287188,"水星领航员",https://www.wenku8.net/book/267.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287187,"双生恋情密不可分",https://www.wenku8.net/book/3672.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287139,"碱性劣等生",https://www.wenku8.net/book/3755.htm
"短篇集",https://www.wenku8.net/modules/article/reviewshow.php?rid=287058,"心灵侦探八云",https://www.wenku8.net/book/821.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287056,"深夜重拳(深夜PUNCH 动画投稿者是吸血鬼！？)",https://www.wenku8.net/book/3754.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=287054,"魔都精兵的奴隶 魔防队日志",https://www.wenku8.net/book/3753.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286949,"假面骑士EVE",https://www.wenku8.net/book/3664.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286948,"向恋爱顾问的挚友（♀）传达自己被人告白的话",https://www.wenku8.net/book/3666.htm
"第九卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286947,"创约 魔法禁书目录",https://www.wenku8.net/book/2728.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286946,"追寻彗星的吸血鬼",https://www.wenku8.net/book/3751.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286945,"狱门抚子在此",https://www.wenku8.net/book/3558.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286886,"突然有了未婚妻，没想到对方竟是闻名全校的『蛮横千金』，这该如何是好？",https://www.wenku8.net/book/3449.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286838,"宫泽君的恋爱愚蠢至极",https://www.wenku8.net/book/3750.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286836,"恋爱与之后的一切",https://www.wenku8.net/book/3749.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286835,"将告别之花束，献予天使胸膛~余命为负的我想在死前做的一件事~",https://www.wenku8.net/book/3745.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286834,"跟路人一样的反派千金女扮男装谋取攻略对象的宝座",https://www.wenku8.net/book/3748.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286767,"黑杖特搜官",https://www.wenku8.net/book/3741.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286708,"第十年，放弃回归的转移者才甘愿变成主角",https://www.wenku8.net/book/3746.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286706,"淡海乃海 水面动荡之时～被三英杰讨厌的不幸之男 朽木基纲的逆袭～",https://www.wenku8.net/book/3721.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286703,"「你不敢吻我对吧？」自大的青梅竹马挑衅我，结果她比我想像中更容易害羞",https://www.wenku8.net/book/3747.htm
"第二十八卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286702,"爆肝工程师的异世界狂想曲(异世界狂想曲)",https://www.wenku8.net/book/1715.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286701,"明日，裸足前来。",https://www.wenku8.net/book/3524.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286700,"我和班上第二可爱的女生成为朋友",https://www.wenku8.net/book/3496.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286699,"我在当校内三大美女的小白脸",https://www.wenku8.net/book/3744.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286616,"拼死回避全灭结局。队伍的精神出了问题。",https://www.wenku8.net/book/3743.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286578,"你是无法死去的染灰魔女",https://www.wenku8.net/book/3614.htm
"SSS短篇集",https://www.wenku8.net/modules/article/reviewshow.php?rid=286553,"败北女角太多了！(败犬女主太多了！)",https://www.wenku8.net/book/3057.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286552,"猫JK与上班族",https://www.wenku8.net/book/3742.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286506,"毒之王 觉醒最强力量的我征服美女们，成为发情后宫之主",https://www.wenku8.net/book/3606.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286505,"明明有了这么可爱的未婚妻，还会喜欢别的女孩子？",https://www.wenku8.net/book/3247.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286504,"Storm Bring World",https://www.wenku8.net/book/3700.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286387,"在谎言的世界里，我谈了一场难忘的恋爱",https://www.wenku8.net/book/3740.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286386,"朱华姬的亲卫",https://www.wenku8.net/book/3739.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286274,"在满月之夜找到你",https://www.wenku8.net/book/3738.htm
"第十一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286273,"义妹生活",https://www.wenku8.net/book/2883.htm
"第七卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286272,"怪人的沙拉碗",https://www.wenku8.net/book/3354.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286184,"我的网婆是超人气偶像 冰山美人的她在现实世界也想当我老婆",https://www.wenku8.net/book/3141.htm
"第七卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286183,"将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事",https://www.wenku8.net/book/2896.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286181,"造成我心理阴影的女生们今天也不时偷看我，只可惜为时已晚",https://www.wenku8.net/book/3287.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286180,"D crackers",https://www.wenku8.net/book/3612.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286179,"与幼小的你一起，将声音传到远方",https://www.wenku8.net/book/3396.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286176,"黑狼王与白银人质公主～在边境之地得到最爱～",https://www.wenku8.net/book/3586.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286080,"骄矜狂妄反派贵族的恶行恶状",https://www.wenku8.net/book/3630.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286079,"双生恋情密不可分",https://www.wenku8.net/book/3672.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286078,"匿名拯救了厌男美女姊妹后会发生什么事？",https://www.wenku8.net/book/3645.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286077,"为何我总是成为S级美女们的话题",https://www.wenku8.net/book/3651.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286076,"不管我怎么选，都会变成SS级美少女们的目光焦点",https://www.wenku8.net/book/3737.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286075,"儿时玩伴成为人气偶像～甜美的她们负责供养我～",https://www.wenku8.net/book/3736.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286074,"转生为睡走情色游戏女主角的男人，但我绝不会干这种事",https://www.wenku8.net/book/3563.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286073,"因为女朋友被学长NTR了，我也要NTR学长的女朋友",https://www.wenku8.net/book/3167.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=286011,"少女星间漂流记",https://www.wenku8.net/book/3735.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285942,"无气力英雄谭",https://www.wenku8.net/book/2127.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285905,"献给你的故事",https://www.wenku8.net/book/3734.htm
"外传 第十四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285904,"在地下城寻求邂逅是否搞错了什么(期待在地下城邂逅有错吗)",https://www.wenku8.net/book/1508.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285852,"贵族千金只愿意亲近我(贵族千金，只与我亲近)",https://www.wenku8.net/book/3657.htm
"番外",https://www.wenku8.net/modules/article/reviewshow.php?rid=285850,"春夏推理事件簿",https://www.wenku8.net/book/2006.htm
"第七卷 下",https://www.wenku8.net/modules/article/reviewshow.php?rid=285807,"被死神抚养的少女怀抱漆黑之剑",https://www.wenku8.net/book/2467.htm
"第十五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285805,"田中～年龄等于单身资历的魔法师～",https://www.wenku8.net/book/2466.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285804,"一周后，我会杀了你",https://www.wenku8.net/book/3733.htm
"第七卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285725,"辣妹因为惩罚游戏才向我这个边缘人告白，但显然是真心爱上我了",https://www.wenku8.net/book/3112.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285724,"水属性的魔法师",https://www.wenku8.net/book/3300.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285723,"日常生活中不起眼的平凡大叔，其实是地表最强战神",https://www.wenku8.net/book/3186.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285722,"在只有我能升级的世界成为恶德领主",https://www.wenku8.net/book/3313.htm
"第六卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285721,"其实是继妹。～总觉得刚来的继弟很黏我～(其实是义妹。~最近出现的义理的弟弟太过亲密了~)",https://www.wenku8.net/book/3160.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285683,"奴隶们对我充满期待与好评，害我无法压榨她们",https://www.wenku8.net/book/3732.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285679,"我与她的夏日重现",https://www.wenku8.net/book/3731.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285678,"想要确定真命天女之前，可以先拿我试试哦。",https://www.wenku8.net/book/3730.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285628,"转生为故事的黑幕～以进化魔剑和游戏知识傲视群伦～",https://www.wenku8.net/book/3537.htm
"第六卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285570,"英雄王，为了穷尽武道而转生～而后成为世界最强见习骑士♀～",https://www.wenku8.net/book/2971.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285569,"鹿王",https://www.wenku8.net/book/3729.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285568,"再见了说谎的人鱼公主",https://www.wenku8.net/book/3728.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285567,"大和抚子向前冲！管它以后会怎样！",https://www.wenku8.net/book/2562.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285566,"黑猫小夜曲",https://www.wenku8.net/book/2642.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285565,"一公升的眼泪",https://www.wenku8.net/book/3727.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285564,"失忆少女",https://www.wenku8.net/book/3726.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285563,"白狗相伴的岁月",https://www.wenku8.net/book/3725.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285561,"这场恋爱是全世界最美的雨",https://www.wenku8.net/book/3724.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285560,"她她",https://www.wenku8.net/book/3723.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285559,"余命99天的我，遇到了看得见死亡的你",https://www.wenku8.net/book/3722.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285558,"时间跳跃的你来自昨日(TIME LEAP——明日即昨天)",https://www.wenku8.net/book/3348.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285496,"从路人角色开始的探索英雄谭",https://www.wenku8.net/book/3377.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285495,"淡海乃海 水面动荡之时～被三英杰讨厌的不幸之男 朽木基纲的逆袭～",https://www.wenku8.net/book/3721.htm
"第十一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285494,"堤亚穆帝国物语 从断头台开始，公主重生后的逆转人生",https://www.wenku8.net/book/2844.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285493,"反派千金与反派少爷若是在相遇后坠入情网",https://www.wenku8.net/book/3718.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285491,"圣剑姬与神盟骑士团",https://www.wenku8.net/book/3719.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285490,"虽然世界变成怪物横行 有可以依赖的猫就没问题",https://www.wenku8.net/book/3720.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285489,"神明渴求着游戏 挑战众神之少年的终极斗智竞技(渴求游戏之神 少年挑战众神的究极头脑战)",https://www.wenku8.net/book/2879.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285487,"魔石传记 获得魔物力量的我是最强的！",https://www.wenku8.net/book/3589.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285486,"田中家全员转生",https://www.wenku8.net/book/3271.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285484,"异世界食堂",https://www.wenku8.net/book/2199.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285483,"重启人生的千金小姐正在攻略龙帝陛下(重生大小姐正在攻略龙帝陛下)",https://www.wenku8.net/book/3029.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285482,"辉夜姬想让人告白(辉夜大小姐想让我告白)",https://www.wenku8.net/book/2550.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285350,"在最想交往的女孩第一名，身边发现的小余",https://www.wenku8.net/book/3717.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285349,"我的女性朋友意外地有求必应",https://www.wenku8.net/book/3604.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285252,"关于救下迷路幼女之后，住在隔壁的美少女留学生就开始经常出入我家这件事",https://www.wenku8.net/book/3115.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285251,"Babel",https://www.wenku8.net/book/2514.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285125,"初恋Signal",https://www.wenku8.net/book/3716.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285124,"我用物理开无双后大受女生欢迎",https://www.wenku8.net/book/2871.htm
"外传 第一年 3",https://www.wenku8.net/modules/article/reviewshow.php?rid=285123,"哥布林杀手",https://www.wenku8.net/book/2084.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285029,"二号的我与最棒的她(二号的我与第一的她)",https://www.wenku8.net/book/3715.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=285027,"捕食者系魔法少女",https://www.wenku8.net/book/3714.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284978,"阁楼间的公爵夫人",https://www.wenku8.net/book/3713.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284977,"TS卫生兵的战场日记",https://www.wenku8.net/book/3712.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284976,"我和这家伙推的偶像是宇宙世界第一可爱的",https://www.wenku8.net/book/3711.htm
"第七卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284902,"败北女角太多了！(败犬女主太多了！)",https://www.wenku8.net/book/3057.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284901,"邻座的高岭之花似乎是我前世的妻子。今生好像也超喜欢我。",https://www.wenku8.net/book/3710.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284900,"月鱼",https://www.wenku8.net/book/3359.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284897,"光之国度",https://www.wenku8.net/book/3360.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284896,"濒死之绿",https://www.wenku8.net/book/3361.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284837,"被逐出勇者小队的精灵术士 不得志职种觉醒成最高等级，与真正的伙伴一同称霸五大迷宫",https://www.wenku8.net/book/3709.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284836,"放学后委员",https://www.wenku8.net/book/3579.htm
"第十三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284769,"转生成女性向游戏只有毁灭END的坏人大小姐(转生恶役只好拔除破灭旗标)",https://www.wenku8.net/book/2312.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284768,"我的初恋太过羞耻无法对人诉说",https://www.wenku8.net/book/3611.htm
"短篇集",https://www.wenku8.net/modules/article/reviewshow.php?rid=284724,"声优广播的幕前幕后(声优广播的台前幕后)",https://www.wenku8.net/book/2895.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284723,"把我甩了的学生，每周撒娇一次的恋爱喜剧",https://www.wenku8.net/book/3702.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284670,"心碎餐厅",https://www.wenku8.net/book/3035.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284669,"无名之星的悲歌",https://www.wenku8.net/book/3707.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284667,"双生恋情密不可分",https://www.wenku8.net/book/3672.htm
"第八卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284666,"身为VTuber的我因为忘记关台而成了传说",https://www.wenku8.net/book/3137.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284665,"暗影闪耀于夜幕",https://www.wenku8.net/book/3708.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284664,"妹妹进入女骑士学园就读，不知为何成为救国英雄的人竟是我。",https://www.wenku8.net/book/3535.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284663,"剑与魔法与学历社会～前世是书呆子的我，今生要随心所欲自由自在地活～",https://www.wenku8.net/book/3706.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284661,"黄金经验值",https://www.wenku8.net/book/3573.htm
"第十四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284660,"WORLD TEACHER 异世界式教育特务",https://www.wenku8.net/book/2090.htm
"第十三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284659,"86-不存在的战区-(86- Eighty Six -)",https://www.wenku8.net/book/2231.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284658,"转生成反派千金与反派王子的我们",https://www.wenku8.net/book/3705.htm
"第二十三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284656,"欢迎来到实力至上主义的教室",https://www.wenku8.net/book/1973.htm
"第五卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284483,"小市民系列",https://www.wenku8.net/book/886.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284482,"被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事)",https://www.wenku8.net/book/3210.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284349,"我不断打倒金属史莱姆，直到成为【黑钢之王】",https://www.wenku8.net/book/3704.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284347,"「岛崎＆我」系列",https://www.wenku8.net/book/3362.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284346,"在黑暗中等待相遇",https://www.wenku8.net/book/3366.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284345,"爱的成人式",https://www.wenku8.net/book/3367.htm
"第八卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284222,"小恶魔学妹缠上了被女友劈腿的我(被前女友绿了的我，被小恶魔后辈缠上了)",https://www.wenku8.net/book/2725.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284221,"把我甩了的学生，每周撒娇一次的恋爱喜剧",https://www.wenku8.net/book/3702.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284220,"此恋暗黑",https://www.wenku8.net/book/3370.htm
"第二卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284219,"好友的妹妹似乎愿意协助我创作成人小说(好朋友的妹妹貌似愿意当我官能小说的模特)",https://www.wenku8.net/book/3371.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284218,"Ruina 废都物语",https://www.wenku8.net/book/3372.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284217,"爱的告别式",https://www.wenku8.net/book/3373.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284216,"强袭魔女Memorial Episode 在一起哦",https://www.wenku8.net/book/3375.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284215,"夏与冬的奏鸣曲",https://www.wenku8.net/book/3376.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284214,"奥特曼——黄金冲击作战——",https://www.wenku8.net/book/3395.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284213,"三濑川先生的冥界心理咨商",https://www.wenku8.net/book/3378.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284212,"天使只喝碳酸饮料",https://www.wenku8.net/book/3382.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284211,"猎猫一族之长",https://www.wenku8.net/book/3386.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284210,"和前妻重返同学时代",https://www.wenku8.net/book/3390.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284209,"陪我到最后",https://www.wenku8.net/book/3393.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284208,"无尽的夏日，以坏掉的恋情作结",https://www.wenku8.net/book/3394.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284206,"戴拿奥特曼 和平之星·The Other",https://www.wenku8.net/book/3400.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284205,"冷淡孤高的转校生在放学后，转动备用钥匙打开房门对我撒娇",https://www.wenku8.net/book/3398.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284036,"我买下了与她的每周密会～以五千圆为借口，共度两人时光～(一周一次买同学的那些事)",https://www.wenku8.net/book/3519.htm
"第十三卷 上",https://www.wenku8.net/modules/article/reviewshow.php?rid=284035,"魔王学院的不适任者",https://www.wenku8.net/book/2586.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284034,"我和隔壁班美少女共度甜蜜校园生活，但事到如今实在无法承认当初搞错了告白对象",https://www.wenku8.net/book/3701.htm
"第四卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284033,"VENOM 求爱性少女症候群",https://www.wenku8.net/book/3136.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284032,"有你没有我的世界",https://www.wenku8.net/book/3401.htm
"第三卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284031,"这个△恋爱喜剧有获得幸福的义务",https://www.wenku8.net/book/3402.htm
"第一卷",https://www.wenku8.net/modules/article/reviewshow.php?rid=284030,"忍风战队破里剑者",https://www.wenku8.net/book/3403.htm
